"","sample_identifier","volume_imaged","name","Abundance","use_id","use_taxon_level","use_higher_rank","gps_furuno_latitude","gps_furuno_longitude"
"700","D20180201T201903_IFCB102",4.19167631666667,"Guinardia delicatula",18,149112,"species","Diatom",40.6784,-70.8812
"701","D20180201T204151_IFCB102",4.26345694166667,"Guinardia delicatula",9,149112,"species","Diatom",40.673,-70.885
"702","D20180201T210440_IFCB102",4.34358725,"Guinardia delicatula",5,149112,"species","Diatom",40.6653,-70.8921
"703","D20180201T212729_IFCB102",4.2316007125,"Guinardia delicatula",12,149112,"species","Diatom",40.6584,-70.896
"704","D20180201T215017_IFCB102",4.16633765416667,"Guinardia delicatula",16,149112,"species","Diatom",40.6352,-70.8973
"705","D20180201T221306_IFCB102",4.00078299166667,"Guinardia delicatula",7,149112,"species","Diatom",40.5879,-70.8945
"706","D20180201T223555_IFCB102",3.83008190416667,"Guinardia delicatula",2,149112,"species","Diatom",40.5431,-70.8855
"707","D20180201T225844_IFCB102",3.74634749583333,"Guinardia delicatula",1,149112,"species","Diatom",40.5294,-70.8858
"708","D20180201T232132_IFCB102",3.71929327916667,"Guinardia delicatula",3,149112,"species","Diatom",40.5265,-70.8907
"709","D20180202T000710_IFCB102",3.81870549583333,"Guinardia delicatula",1,149112,"species","Diatom",40.5193,-70.8996
"710","D20180202T022403_IFCB102",4.08414170833333,"Guinardia delicatula",1,149112,"species","Diatom",40.4144,-70.8819
"711","D20180202T093729_IFCB102",4.0744867375,"Guinardia delicatula",1,149112,"species","Diatom",40.3556,-70.8797
"712","D20180202T100018_IFCB102",4.06955295,"Guinardia delicatula",2,149112,"species","Diatom",40.3526,-70.8805
"713","D20180202T104555_IFCB102",4.06256842083333,"Guinardia delicatula",3,149112,"species","Diatom",40.3505,-70.8821
"714","D20180202T113133_IFCB102",3.84726926666667,"Guinardia delicatula",1,149112,"species","Diatom",40.3406,-70.8977
"715","D20180202T123959_IFCB102",3.91305275,"Guinardia delicatula",1,149112,"species","Diatom",40.2826,-70.8863
"716","D20180202T132537_IFCB102",3.65955532916667,"Guinardia delicatula",2,149112,"species","Diatom",40.2397,-70.8796
"717","D20180202T145652_IFCB102",3.51264455833333,"Guinardia delicatula",1,149112,"species","Diatom",40.2159,-70.8906
"718","D20180202T171345_IFCB102",3.52460061666667,"Guinardia delicatula",1,149112,"species","Diatom",40.2056,-70.8949
"719","D20180202T214732_IFCB102",3.35293694583333,"Guinardia delicatula",1,149112,"species","Diatom",40.0865,-70.8758
"720","D20180203T075856_IFCB102",3.50503338333333,"Guinardia delicatula",1,149112,"species","Diatom",40.0604,-70.8861
"721","D20180203T092822_IFCB102",3.6088801625,"Guinardia delicatula",1,149112,"species","Diatom",39.9408,-70.8806
"722","D20180203T095043_IFCB102",3.52492206666667,"Guinardia delicatula",1,149112,"species","Diatom",39.9065,-70.8714
"723","D20180203T112009_IFCB102",3.73448592083333,"Guinardia delicatula",1,149112,"species","Diatom",39.7774,-70.8144
"724","D20180203T190938_IFCB102",3.36366889166667,"Guinardia delicatula",1,149112,"species","Diatom",39.7549,-70.8882
"725","D20180203T231534_IFCB102",3.45249735833333,"Guinardia delicatula",1,149112,"species","Diatom",39.9249,-70.8863
"726","D20180204T021426_IFCB102",3.49946875833333,"Guinardia delicatula",2,149112,"species","Diatom",40.085,-70.8809
"727","D20180204T045055_IFCB102",3.6385875125,"Guinardia delicatula",1,149112,"species","Diatom",40.1216,-70.8654
"728","D20180204T070503_IFCB102",3.74023883333333,"Guinardia delicatula",2,149112,"species","Diatom",40.2178,-70.8511
"729","D20180204T102615_IFCB102",4.04795369583333,"Guinardia delicatula",7,149112,"species","Diatom",40.5023,-70.8653
"730","D20180204T104837_IFCB102",4.06318784166667,"Guinardia delicatula",2,149112,"species","Diatom",40.5291,-70.8844
"731","D20180204T111058_IFCB102",4.0618455125,"Guinardia delicatula",6,149112,"species","Diatom",40.5258,-70.8823
"732","D20180204T113319_IFCB102",4.09081607916667,"Guinardia delicatula",11,149112,"species","Diatom",40.5724,-70.8821
"733","D20180204T115540_IFCB102",4.107019975,"Guinardia delicatula",5,149112,"species","Diatom",40.6315,-70.8823
"734","D20180204T121802_IFCB102",3.9345249375,"Guinardia delicatula",6,149112,"species","Diatom",40.6886,-70.8836
"735","D20180204T124023_IFCB102",3.91480774583333,"Guinardia delicatula",5,149112,"species","Diatom",40.6949,-70.8812
"736","D20180204T130244_IFCB102",3.90839815,"Guinardia delicatula",5,149112,"species","Diatom",40.7041,-70.8819
"737","D20180204T132506_IFCB102",3.89400857083333,"Guinardia delicatula",5,149112,"species","Diatom",40.7637,-70.8788
"738","D20180204T134727_IFCB102",4.0338559125,"Guinardia delicatula",5,149112,"species","Diatom",40.8241,-70.8809
"739","D20180204T140948_IFCB102",4.03016445416667,"Guinardia delicatula",3,149112,"species","Diatom",40.8627,-70.8828
"740","D20180204T143210_IFCB102",4.04261894166667,"Guinardia delicatula",15,149112,"species","Diatom",40.8595,-70.8809
"741","D20180204T145431_IFCB102",4.0238949375,"Guinardia delicatula",5,149112,"species","Diatom",40.8517,-70.8804
"742","D20180204T151652_IFCB102",4.06289185416667,"Guinardia delicatula",12,149112,"species","Diatom",40.8759,-70.8815
"743","D20180204T153914_IFCB102",4.1381946625,"Guinardia delicatula",8,149112,"species","Diatom",40.9322,-70.8821
"744","D20180204T160135_IFCB102",4.30181985833333,"Guinardia delicatula",20,149112,"species","Diatom",40.9698,-70.8813
"745","D20180204T162356_IFCB102",4.3277898875,"Guinardia delicatula",13,149112,"species","Diatom",40.9953,-70.8801
"746","D20180204T164617_IFCB102",4.2835282,"Guinardia delicatula",31,149112,"species","Diatom",41.0178,-70.8808
"747","D20180204T170839_IFCB102",0.868225125,"Guinardia delicatula",12,149112,"species","Diatom",41.0359,-70.8802
"748","D20180204T173600_IFCB102",4.24324062083333,"Guinardia delicatula",20,149112,"species","Diatom",41.0326,-70.8815
"749","D20180204T175821_IFCB102",4.21860883333333,"Guinardia delicatula",21,149112,"species","Diatom",41.0309,-70.8825
"750","D20180204T182042_IFCB102",4.0457675625,"Guinardia delicatula",25,149112,"species","Diatom",41.0296,-70.881
"751","D20180204T184304_IFCB102",4.11246663333333,"Guinardia delicatula",39,149112,"species","Diatom",41.0281,-70.8786
"752","D20180204T190525_IFCB102",4.121691125,"Guinardia delicatula",22,149112,"species","Diatom",41.0193,-70.8769
"753","D20180204T192746_IFCB102",4.1373472125,"Guinardia delicatula",28,149112,"species","Diatom",41.0215,-70.8811
"754","D20180204T195008_IFCB102",4.10384851666667,"Guinardia delicatula",62,149112,"species","Diatom",41.075,-70.8819
"755","D20180204T201229_IFCB102",4.04670484166667,"Guinardia delicatula",44,149112,"species","Diatom",41.1281,-70.8814
"756","D20180204T203450_IFCB102",4.12056120833333,"Guinardia delicatula",45,149112,"species","Diatom",41.1827,-70.8832
"757","D20180204T205712_IFCB102",4.0233097,"Guinardia delicatula",59,149112,"species","Diatom",41.1968,-70.8825
"758","D20180204T211933_IFCB102",4.077338025,"Guinardia delicatula",54,149112,"species","Diatom",41.1977,-70.885
"759","D20180204T214154_IFCB102",4.093372025,"Guinardia delicatula",59,149112,"species","Diatom",41.1887,-70.8523
"760","D20180205T042420_IFCB102",4.0569351125,"Guinardia delicatula",17,149112,"species","Diatom",41.1899,-70.8816
"761","D20180131T213836_IFCB109",4.15178905416667,"Guinardia flaccida",2,149132,"species","Diatom",41.197,-70.8937
"762","D20180201T103729_IFCB102",3.99101885416667,"Guinardia flaccida",2,149132,"species","Diatom",40.8413,-70.8868
"763","D20180201T110037_IFCB102",4.0412721,"Guinardia flaccida",1,149132,"species","Diatom",40.8155,-70.8831
"764","D20180201T112345_IFCB102",4.021843225,"Guinardia flaccida",1,149132,"species","Diatom",40.7681,-70.8797
"765","D20180201T191037_IFCB102",4.242025075,"Guinardia flaccida",3,149132,"species","Diatom",40.6987,-70.8862
"766","D20180201T193325_IFCB102",4.22867269166667,"Guinardia flaccida",3,149132,"species","Diatom",40.6923,-70.8842
"767","D20180201T201903_IFCB102",4.19167631666667,"Guinardia flaccida",4,149132,"species","Diatom",40.6784,-70.8812
"768","D20180201T204151_IFCB102",4.26345694166667,"Guinardia flaccida",1,149132,"species","Diatom",40.673,-70.885
"769","D20180201T210440_IFCB102",4.34358725,"Guinardia flaccida",1,149132,"species","Diatom",40.6653,-70.8921
"770","D20180201T212729_IFCB102",4.2316007125,"Guinardia flaccida",4,149132,"species","Diatom",40.6584,-70.896
"771","D20180201T215017_IFCB102",4.16633765416667,"Guinardia flaccida",1,149132,"species","Diatom",40.6352,-70.8973
"772","D20180201T221306_IFCB102",4.00078299166667,"Guinardia flaccida",2,149132,"species","Diatom",40.5879,-70.8945
"773","D20180201T223555_IFCB102",3.83008190416667,"Guinardia flaccida",2,149132,"species","Diatom",40.5431,-70.8855
"774","D20180202T024651_IFCB102",4.06356522083333,"Guinardia flaccida",1,149132,"species","Diatom",40.3594,-70.8754
"775","D20180202T110844_IFCB102",4.01638262916667,"Guinardia flaccida",1,149132,"species","Diatom",40.3517,-70.8931
"776","D20180203T225313_IFCB102",3.41269184166667,"Guinardia flaccida",1,149132,"species","Diatom",39.9298,-70.8873
"777","D20180204T002238_IFCB102",3.50142232916667,"Guinardia flaccida",1,149132,"species","Diatom",39.8972,-70.8908
"778","D20180204T023647_IFCB102",3.55377567916667,"Guinardia flaccida",1,149132,"species","Diatom",40.0938,-70.8699
"779","D20180204T102615_IFCB102",4.04795369583333,"Guinardia flaccida",1,149132,"species","Diatom",40.5023,-70.8653
"780","D20180204T111058_IFCB102",4.0618455125,"Guinardia flaccida",2,149132,"species","Diatom",40.5258,-70.8823
"781","D20180204T113319_IFCB102",4.09081607916667,"Guinardia flaccida",1,149132,"species","Diatom",40.5724,-70.8821
"782","D20180204T130244_IFCB102",3.90839815,"Guinardia flaccida",1,149132,"species","Diatom",40.7041,-70.8819
"783","D20180204T134727_IFCB102",4.0338559125,"Guinardia flaccida",1,149132,"species","Diatom",40.8241,-70.8809
"784","D20180204T140948_IFCB102",4.03016445416667,"Guinardia flaccida",5,149132,"species","Diatom",40.8627,-70.8828
"785","D20180204T143210_IFCB102",4.04261894166667,"Guinardia flaccida",1,149132,"species","Diatom",40.8595,-70.8809
"786","D20180204T151652_IFCB102",4.06289185416667,"Guinardia flaccida",4,149132,"species","Diatom",40.8759,-70.8815
"787","D20180204T153914_IFCB102",4.1381946625,"Guinardia flaccida",2,149132,"species","Diatom",40.9322,-70.8821
"788","D20180204T160135_IFCB102",4.30181985833333,"Guinardia flaccida",1,149132,"species","Diatom",40.9698,-70.8813
"789","D20180204T162356_IFCB102",4.3277898875,"Guinardia flaccida",2,149132,"species","Diatom",40.9953,-70.8801
"790","D20180204T211933_IFCB102",4.077338025,"Guinardia flaccida",2,149132,"species","Diatom",41.1977,-70.885
"791","D20180204T214154_IFCB102",4.093372025,"Guinardia flaccida",1,149132,"species","Diatom",41.1887,-70.8523
"792","D20180205T042420_IFCB102",4.0569351125,"Guinardia flaccida",2,149132,"species","Diatom",41.1899,-70.8816
"793","D20180131T180620_IFCB109",4.19464714583333,"Leptocylindrus",35,149038,"genus","Diatom",41.1975,-70.8792
"794","D20180131T182933_IFCB109",1.6548032125,"Leptocylindrus",17,149038,"genus","Diatom",41.1924,-70.8756
"795","D20180131T184315_IFCB109",4.27172664583333,"Leptocylindrus",34,149038,"genus","Diatom",41.1987,-70.8848
"796","D20180131T190627_IFCB109",2.73107427083333,"Leptocylindrus",26,149038,"genus","Diatom",41.1972,-70.8812
"797","D20180131T201102_IFCB109",2.92914966666667,"Leptocylindrus",29,149038,"genus","Diatom",41.197,-70.885
"798","D20180131T202832_IFCB109",4.1607151875,"Leptocylindrus",53,149038,"genus","Diatom",41.1979,-70.8837
"799","D20180131T205153_IFCB109",4.195555675,"Leptocylindrus",25,149038,"genus","Diatom",41.1921,-70.883
"800","D20180131T211514_IFCB109",4.144428075,"Leptocylindrus",44,149038,"genus","Diatom",41.1987,-70.8814
"801","D20180131T213836_IFCB109",4.15178905416667,"Leptocylindrus",39,149038,"genus","Diatom",41.197,-70.8937
"802","D20180201T103729_IFCB102",3.99101885416667,"Leptocylindrus",18,149038,"genus","Diatom",40.8413,-70.8868
"803","D20180201T110037_IFCB102",4.0412721,"Leptocylindrus",21,149038,"genus","Diatom",40.8155,-70.8831
"804","D20180201T112345_IFCB102",4.021843225,"Leptocylindrus",17,149038,"genus","Diatom",40.7681,-70.8797
"805","D20180201T114755_IFCB102",4.12785991666667,"Leptocylindrus",4,149038,"genus","Diatom",40.7175,-70.8785
"806","D20180201T180211_IFCB102",3.9707128625,"Leptocylindrus",1,149038,"genus","Diatom",40.6871,-71.0668
"807","D20180201T191037_IFCB102",4.242025075,"Leptocylindrus",15,149038,"genus","Diatom",40.6987,-70.8862
"808","D20180201T193325_IFCB102",4.22867269166667,"Leptocylindrus",9,149038,"genus","Diatom",40.6923,-70.8842
"809","D20180201T195614_IFCB102",4.2515781625,"Leptocylindrus",18,149038,"genus","Diatom",40.6871,-70.8833
"810","D20180201T201903_IFCB102",4.19167631666667,"Leptocylindrus",3,149038,"genus","Diatom",40.6784,-70.8812
"811","D20180201T204151_IFCB102",4.26345694166667,"Leptocylindrus",4,149038,"genus","Diatom",40.673,-70.885
"812","D20180201T210440_IFCB102",4.34358725,"Leptocylindrus",3,149038,"genus","Diatom",40.6653,-70.8921
"813","D20180201T212729_IFCB102",4.2316007125,"Leptocylindrus",11,149038,"genus","Diatom",40.6584,-70.896
"814","D20180201T215017_IFCB102",4.16633765416667,"Leptocylindrus",11,149038,"genus","Diatom",40.6352,-70.8973
"815","D20180201T221306_IFCB102",4.00078299166667,"Leptocylindrus",5,149038,"genus","Diatom",40.5879,-70.8945
"816","D20180202T013825_IFCB102",3.94887341666667,"Leptocylindrus",1,149038,"genus","Diatom",40.5226,-70.8885
"817","D20180202T100018_IFCB102",4.06955295,"Leptocylindrus",3,149038,"genus","Diatom",40.3526,-70.8805
"818","D20180202T110844_IFCB102",4.01638262916667,"Leptocylindrus",1,149038,"genus","Diatom",40.3517,-70.8931
"819","D20180202T121710_IFCB102",3.9170456,"Leptocylindrus",1,149038,"genus","Diatom",40.3021,-70.8892
"820","D20180202T171345_IFCB102",3.52460061666667,"Leptocylindrus",1,149038,"genus","Diatom",40.2056,-70.8949
"821","D20180203T225313_IFCB102",3.41269184166667,"Leptocylindrus",1,149038,"genus","Diatom",39.9298,-70.8873
"822","D20180203T231534_IFCB102",3.45249735833333,"Leptocylindrus",1,149038,"genus","Diatom",39.9249,-70.8863
"823","D20180204T000017_IFCB102",3.54039444166667,"Leptocylindrus",1,149038,"genus","Diatom",39.909,-70.8886
"824","D20180204T102615_IFCB102",4.04795369583333,"Leptocylindrus",3,149038,"genus","Diatom",40.5023,-70.8653
"825","D20180204T104837_IFCB102",4.06318784166667,"Leptocylindrus",3,149038,"genus","Diatom",40.5291,-70.8844
"826","D20180204T111058_IFCB102",4.0618455125,"Leptocylindrus",2,149038,"genus","Diatom",40.5258,-70.8823
"827","D20180204T113319_IFCB102",4.09081607916667,"Leptocylindrus",14,149038,"genus","Diatom",40.5724,-70.8821
"828","D20180204T115540_IFCB102",4.107019975,"Leptocylindrus",7,149038,"genus","Diatom",40.6315,-70.8823
"829","D20180204T121802_IFCB102",3.9345249375,"Leptocylindrus",14,149038,"genus","Diatom",40.6886,-70.8836
"830","D20180204T124023_IFCB102",3.91480774583333,"Leptocylindrus",5,149038,"genus","Diatom",40.6949,-70.8812
"831","D20180204T130244_IFCB102",3.90839815,"Leptocylindrus",17,149038,"genus","Diatom",40.7041,-70.8819
"832","D20180204T132506_IFCB102",3.89400857083333,"Leptocylindrus",23,149038,"genus","Diatom",40.7637,-70.8788
"833","D20180204T134727_IFCB102",4.0338559125,"Leptocylindrus",18,149038,"genus","Diatom",40.8241,-70.8809
"834","D20180204T140948_IFCB102",4.03016445416667,"Leptocylindrus",23,149038,"genus","Diatom",40.8627,-70.8828
"835","D20180204T143210_IFCB102",4.04261894166667,"Leptocylindrus",21,149038,"genus","Diatom",40.8595,-70.8809
"836","D20180204T145431_IFCB102",4.0238949375,"Leptocylindrus",20,149038,"genus","Diatom",40.8517,-70.8804
"837","D20180204T151652_IFCB102",4.06289185416667,"Leptocylindrus",30,149038,"genus","Diatom",40.8759,-70.8815
"838","D20180204T153914_IFCB102",4.1381946625,"Leptocylindrus",26,149038,"genus","Diatom",40.9322,-70.8821
"839","D20180204T160135_IFCB102",4.30181985833333,"Leptocylindrus",45,149038,"genus","Diatom",40.9698,-70.8813
"840","D20180204T162356_IFCB102",4.3277898875,"Leptocylindrus",38,149038,"genus","Diatom",40.9953,-70.8801
"841","D20180204T164617_IFCB102",4.2835282,"Leptocylindrus",36,149038,"genus","Diatom",41.0178,-70.8808
"842","D20180204T170839_IFCB102",0.868225125,"Leptocylindrus",6,149038,"genus","Diatom",41.0359,-70.8802
"843","D20180204T173600_IFCB102",4.24324062083333,"Leptocylindrus",34,149038,"genus","Diatom",41.0326,-70.8815
"844","D20180204T175821_IFCB102",4.21860883333333,"Leptocylindrus",42,149038,"genus","Diatom",41.0309,-70.8825
"845","D20180204T182042_IFCB102",4.0457675625,"Leptocylindrus",38,149038,"genus","Diatom",41.0296,-70.881
"846","D20180204T184304_IFCB102",4.11246663333333,"Leptocylindrus",42,149038,"genus","Diatom",41.0281,-70.8786
"847","D20180204T190525_IFCB102",4.121691125,"Leptocylindrus",41,149038,"genus","Diatom",41.0193,-70.8769
"848","D20180204T192746_IFCB102",4.1373472125,"Leptocylindrus",37,149038,"genus","Diatom",41.0215,-70.8811
"849","D20180204T195008_IFCB102",4.10384851666667,"Leptocylindrus",42,149038,"genus","Diatom",41.075,-70.8819
"850","D20180204T201229_IFCB102",4.04670484166667,"Leptocylindrus",64,149038,"genus","Diatom",41.1281,-70.8814
"851","D20180204T203450_IFCB102",4.12056120833333,"Leptocylindrus",59,149038,"genus","Diatom",41.1827,-70.8832
"852","D20180204T205712_IFCB102",4.0233097,"Leptocylindrus",74,149038,"genus","Diatom",41.1968,-70.8825
"853","D20180204T211933_IFCB102",4.077338025,"Leptocylindrus",56,149038,"genus","Diatom",41.1977,-70.885
"854","D20180204T214154_IFCB102",4.093372025,"Leptocylindrus",72,149038,"genus","Diatom",41.1887,-70.8523
"855","D20180205T042420_IFCB102",4.0569351125,"Leptocylindrus",43,149038,"genus","Diatom",41.1899,-70.8816
"856","D20180201T103729_IFCB102",3.99101885416667,"Pleurosigma",4,149181,"genus","Diatom",40.8413,-70.8868
"857","D20180201T110037_IFCB102",4.0412721,"Pleurosigma",5,149181,"genus","Diatom",40.8155,-70.8831
"858","D20180201T112345_IFCB102",4.021843225,"Pleurosigma",2,149181,"genus","Diatom",40.7681,-70.8797
"859","D20180201T114755_IFCB102",4.12785991666667,"Pleurosigma",1,149181,"genus","Diatom",40.7175,-70.8785
"860","D20180201T193325_IFCB102",4.22867269166667,"Pleurosigma",2,149181,"genus","Diatom",40.6923,-70.8842
"861","D20180201T201903_IFCB102",4.19167631666667,"Pleurosigma",1,149181,"genus","Diatom",40.6784,-70.8812
"862","D20180201T215017_IFCB102",4.16633765416667,"Pleurosigma",2,149181,"genus","Diatom",40.6352,-70.8973
"863","D20180201T221306_IFCB102",4.00078299166667,"Pleurosigma",1,149181,"genus","Diatom",40.5879,-70.8945
"864","D20180201T223555_IFCB102",3.83008190416667,"Pleurosigma",2,149181,"genus","Diatom",40.5431,-70.8855
"865","D20180201T234421_IFCB102",3.78156844166667,"Pleurosigma",2,149181,"genus","Diatom",40.5227,-70.8958
"866","D20180202T113133_IFCB102",3.84726926666667,"Pleurosigma",1,149181,"genus","Diatom",40.3406,-70.8977
"867","D20180202T171345_IFCB102",3.52460061666667,"Pleurosigma",1,149181,"genus","Diatom",40.2056,-70.8949
"868","D20180202T212443_IFCB102",3.35974729583333,"Pleurosigma",1,149181,"genus","Diatom",40.0995,-70.8828
"869","D20180203T084339_IFCB102",3.49342852083333,"Pleurosigma",1,149181,"genus","Diatom",39.9953,-70.8838
"870","D20180204T045055_IFCB102",3.6385875125,"Pleurosigma",1,149181,"genus","Diatom",40.1216,-70.8654
"871","D20180204T115540_IFCB102",4.107019975,"Pleurosigma",1,149181,"genus","Diatom",40.6315,-70.8823
"872","D20180204T121802_IFCB102",3.9345249375,"Pleurosigma",1,149181,"genus","Diatom",40.6886,-70.8836
"873","D20180204T124023_IFCB102",3.91480774583333,"Pleurosigma",1,149181,"genus","Diatom",40.6949,-70.8812
"874","D20180204T130244_IFCB102",3.90839815,"Pleurosigma",5,149181,"genus","Diatom",40.7041,-70.8819
"875","D20180204T132506_IFCB102",3.89400857083333,"Pleurosigma",4,149181,"genus","Diatom",40.7637,-70.8788
"876","D20180204T134727_IFCB102",4.0338559125,"Pleurosigma",4,149181,"genus","Diatom",40.8241,-70.8809
"877","D20180204T140948_IFCB102",4.03016445416667,"Pleurosigma",1,149181,"genus","Diatom",40.8627,-70.8828
"878","D20180204T143210_IFCB102",4.04261894166667,"Pleurosigma",1,149181,"genus","Diatom",40.8595,-70.8809
"879","D20180204T151652_IFCB102",4.06289185416667,"Pleurosigma",3,149181,"genus","Diatom",40.8759,-70.8815
"880","D20180204T153914_IFCB102",4.1381946625,"Pleurosigma",1,149181,"genus","Diatom",40.9322,-70.8821
"881","D20180204T162356_IFCB102",4.3277898875,"Pleurosigma",2,149181,"genus","Diatom",40.9953,-70.8801
"882","D20180204T164617_IFCB102",4.2835282,"Pleurosigma",1,149181,"genus","Diatom",41.0178,-70.8808
"883","D20180204T190525_IFCB102",4.121691125,"Pleurosigma",2,149181,"genus","Diatom",41.0193,-70.8769
"884","D20180204T195008_IFCB102",4.10384851666667,"Pleurosigma",1,149181,"genus","Diatom",41.075,-70.8819
"885","D20180204T211933_IFCB102",4.077338025,"Pleurosigma",1,149181,"genus","Diatom",41.1977,-70.885
"886","D20180204T214154_IFCB102",4.093372025,"Pleurosigma",1,149181,"genus","Diatom",41.1887,-70.8523
"887","D20180131T180620_IFCB109",4.19464714583333,"Pseudo nitzschia",13,NA,NA,NA,41.1975,-70.8792
"888","D20180131T182933_IFCB109",1.6548032125,"Pseudo nitzschia",4,NA,NA,NA,41.1924,-70.8756
"889","D20180131T184315_IFCB109",4.27172664583333,"Pseudo nitzschia",19,NA,NA,NA,41.1987,-70.8848
"890","D20180131T190627_IFCB109",2.73107427083333,"Pseudo nitzschia",7,NA,NA,NA,41.1972,-70.8812
"891","D20180131T201102_IFCB109",2.92914966666667,"Pseudo nitzschia",10,NA,NA,NA,41.197,-70.885
"892","D20180131T202832_IFCB109",4.1607151875,"Pseudo nitzschia",9,NA,NA,NA,41.1979,-70.8837
"893","D20180131T205153_IFCB109",4.195555675,"Pseudo nitzschia",2,NA,NA,NA,41.1921,-70.883
"894","D20180131T213836_IFCB109",4.15178905416667,"Pseudo nitzschia",3,NA,NA,NA,41.197,-70.8937
"895","D20180201T103729_IFCB102",3.99101885416667,"Pseudo nitzschia",21,NA,NA,NA,40.8413,-70.8868
"896","D20180201T110037_IFCB102",4.0412721,"Pseudo nitzschia",22,NA,NA,NA,40.8155,-70.8831
"897","D20180201T112345_IFCB102",4.021843225,"Pseudo nitzschia",28,NA,NA,NA,40.7681,-70.8797
"898","D20180201T114755_IFCB102",4.12785991666667,"Pseudo nitzschia",30,NA,NA,NA,40.7175,-70.8785
"899","D20180201T165344_IFCB102",4.03059722083333,"Pseudo nitzschia",1,NA,NA,NA,40.6958,-71.0478
"900","D20180201T171633_IFCB102",4.049425925,"Pseudo nitzschia",1,NA,NA,NA,40.6969,-71.1019
"901","D20180201T191037_IFCB102",4.242025075,"Pseudo nitzschia",18,NA,NA,NA,40.6987,-70.8862
"902","D20180201T193325_IFCB102",4.22867269166667,"Pseudo nitzschia",21,NA,NA,NA,40.6923,-70.8842
"903","D20180201T195614_IFCB102",4.2515781625,"Pseudo nitzschia",18,NA,NA,NA,40.6871,-70.8833
"904","D20180201T201903_IFCB102",4.19167631666667,"Pseudo nitzschia",18,NA,NA,NA,40.6784,-70.8812
"905","D20180201T204151_IFCB102",4.26345694166667,"Pseudo nitzschia",21,NA,NA,NA,40.673,-70.885
"906","D20180201T210440_IFCB102",4.34358725,"Pseudo nitzschia",12,NA,NA,NA,40.6653,-70.8921
"907","D20180201T212729_IFCB102",4.2316007125,"Pseudo nitzschia",14,NA,NA,NA,40.6584,-70.896
"908","D20180201T215017_IFCB102",4.16633765416667,"Pseudo nitzschia",21,NA,NA,NA,40.6352,-70.8973
"909","D20180201T221306_IFCB102",4.00078299166667,"Pseudo nitzschia",14,NA,NA,NA,40.5879,-70.8945
"910","D20180201T223555_IFCB102",3.83008190416667,"Pseudo nitzschia",1,NA,NA,NA,40.5431,-70.8855
"911","D20180201T225844_IFCB102",3.74634749583333,"Pseudo nitzschia",4,NA,NA,NA,40.5294,-70.8858
"912","D20180201T232132_IFCB102",3.71929327916667,"Pseudo nitzschia",2,NA,NA,NA,40.5265,-70.8907
"913","D20180202T000710_IFCB102",3.81870549583333,"Pseudo nitzschia",8,NA,NA,NA,40.5193,-70.8996
"914","D20180202T005247_IFCB102",3.82806895833333,"Pseudo nitzschia",5,NA,NA,NA,40.5289,-70.8836
"915","D20180202T013825_IFCB102",3.94887341666667,"Pseudo nitzschia",5,NA,NA,NA,40.5226,-70.8885
"916","D20180202T020114_IFCB102",4.04016969583333,"Pseudo nitzschia",3,NA,NA,NA,40.4718,-70.8857
"917","D20180202T022403_IFCB102",4.08414170833333,"Pseudo nitzschia",1,NA,NA,NA,40.4144,-70.8819
"918","D20180202T024651_IFCB102",4.06356522083333,"Pseudo nitzschia",1,NA,NA,NA,40.3594,-70.8754
"919","D20180202T085151_IFCB102",4.10165518333333,"Pseudo nitzschia",1,NA,NA,NA,40.3569,-70.8843
"920","D20180202T093729_IFCB102",4.0744867375,"Pseudo nitzschia",3,NA,NA,NA,40.3556,-70.8797
"921","D20180202T100018_IFCB102",4.06955295,"Pseudo nitzschia",2,NA,NA,NA,40.3526,-70.8805
"922","D20180202T102306_IFCB102",4.0053288875,"Pseudo nitzschia",3,NA,NA,NA,40.3486,-70.8798
"923","D20180202T104555_IFCB102",4.06256842083333,"Pseudo nitzschia",3,NA,NA,NA,40.3505,-70.8821
"924","D20180202T110844_IFCB102",4.01638262916667,"Pseudo nitzschia",1,NA,NA,NA,40.3517,-70.8931
"925","D20180202T113133_IFCB102",3.84726926666667,"Pseudo nitzschia",5,NA,NA,NA,40.3406,-70.8977
"926","D20180202T115422_IFCB102",3.89298317083333,"Pseudo nitzschia",1,NA,NA,NA,40.3215,-70.8931
"927","D20180202T121710_IFCB102",3.9170456,"Pseudo nitzschia",2,NA,NA,NA,40.3021,-70.8892
"928","D20180202T123959_IFCB102",3.91305275,"Pseudo nitzschia",3,NA,NA,NA,40.2826,-70.8863
"929","D20180202T130248_IFCB102",3.76502869166667,"Pseudo nitzschia",4,NA,NA,NA,40.2617,-70.8828
"930","D20180202T132537_IFCB102",3.65955532916667,"Pseudo nitzschia",1,NA,NA,NA,40.2397,-70.8796
"931","D20180202T141115_IFCB102",3.54611527083333,"Pseudo nitzschia",1,NA,NA,NA,40.2193,-70.88
"932","D20180202T143403_IFCB102",3.55167065416667,"Pseudo nitzschia",1,NA,NA,NA,40.2172,-70.8862
"933","D20180202T145652_IFCB102",3.51264455833333,"Pseudo nitzschia",1,NA,NA,NA,40.2159,-70.8906
"934","D20180202T171345_IFCB102",3.52460061666667,"Pseudo nitzschia",2,NA,NA,NA,40.2056,-70.8949
"935","D20180202T173634_IFCB102",3.54809890416667,"Pseudo nitzschia",2,NA,NA,NA,40.1847,-70.8603
